ID NurPenBatch SowID Nur2ADG_Adj Nur2ADG
0629 2B_D10 2B_SOGE-10784A 0.361046068965517 0.575862068965517
0630 2B_B5 2B_SOGE-10890A 0.600212827586207 0.810344827586207
0631 2B_B5 2B_SOGE-12185A 0.443661103448276 0.653793103448276
0632 2B_D9 2B_SOGE-11871A 0.245730068965517 0.455862068965517
0633 2B_B3 2B_SOGE-17665B 0.280356413793103 0.495172413793103
0634 2B_D3 2B_SOGE-10890A 0.271936965517241 0.482068965517241
0635 2B_B8 2B_SOGE-17568B 0.407252965517241 0.622068965517241
0636 2B_B3 2B_SOGE-10784A 0.432080551724138 0.646896551724138
0637 2B_B3 2B_SOGE-16128B 0.251247310344828 0.461379310344828
0638 2B_D3 2B_SOGE-17732B 0.301261103448276 0.373793103448276
0639 2B_D10 2B_SOGE-12605A 0.396764551724138 0.606896551724138
0640 2B_B5 2B_SOGE-13297B 0.423661103448276 0.633793103448276
0641 2B_D3 2B_SOGE-10908A 0.39538524137931 0.60551724137931
0643 2B_B5 2B_SOGE-12613A 0.473316275862069 0.683448275862069
0644 2B_B3 2B_SOGE-11871A 0.358143862068966 0.568275862068966
0645 2B_D4 2B_SOGE-16128B -0.092532 -0.02
0646 2B_D1 2B_SOGE-16128B 0.391247310344828 0.601379310344828
0647 NA 2B_SOGE-13185A 0.12195075862069 0.19448275862069
0648 2B_D4 2B_SOGE-14519C 0.301735724137931 0.516551724137931
0649 2B_D4 2B_SOGE-17732B 0.462281793103448 0.672413793103448
0650 2B_D9 2B_SOGE-17674B 0.464494344827586 0.679310344827586
0651 NA 2B_SOGE-13297B 0.110226620689655 0.182758620689655
0652 2B_B3 2B_SOGE-10908A 0.389868 0.6
1032 3B_D4 3B_1994 0.332395862068966 0.188275862068966
1033 3B_B10 3B_2183 0.483861103448276 0.353793103448276
1034 3B_D4 3B_2475 0.282338206896552 0.147586206896552
1035 3B_B8 3B_2475 0.407855448275862 0.273103448275862
