ID NurPenBatch SowID Nur2ADG_Adj Nur2ADG
2449 6D_D08 6D_443 0.188025379310345 0.0372413793103448
2450 6D_D09 6D_833 0.343528827586207 0.330344827586207
2451 6D_D05 6D_644 0.422839172413793 0.409655172413793
2452 6D_D04 6D_627 0.454088689655172 0.298620689655172
2453 6D_D03 6D_1130 0.0730404137931034 0.0551724137931034
2454 6D_D04 6D_948 0.251661103448276 0.233793103448276
2455 6D_D03 6D_1047 0.384074896551724 0.366206896551724
2456 6D_D05 6D_638 0.268902482758621 0.251034482758621
2457 6D_D04 6D_638 0.327523172413793 0.309655172413793
2458 6D_D04 6D_578 0.217868 0.2
2459 6D_D06 6D_1047 0.428902482758621 0.411034482758621
2460 6D_D06 6D_934 0.542695586206897 0.524827586206897
2461 6D_D10 6D_638 0.319247310344828 0.301379310344828
2462 6D_D06 6D_1134 0.430971448275862 0.413103448275862
2463 6D_D03 6D_948 0.413040413793103 0.395172413793103
2464 6D_D05 6D_1134 0.422695586206897 0.404827586206897
2465 6D_D10 6D_642 0.482839172413793 0.469655172413793
2466 6D_D05 6D_609 0.388356413793103 0.375172413793103
2467 6D_D04 6D_948 0.328212827586207 0.310344827586207
2468 6D_D07 6D_647 0.379390896551724 0.366206896551724
2469 6D_D07 6D_647 0.0221495172413793 0.0089655172413793
2470 6D_D07 6D_948 0.406833517241379 0.388965517241379
2471 6D_D03 6D_443 0.424908137931034 0.411724137931035
2472 6D_D06 6D_578 0.297868 0.28
2473 6D_D09 6D_609 0.313184 0.3
2474 6D_D04 6D_644 0.563528827586207 0.550344827586207
